DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500S1,P7500S1A1,P7500S2,P7500S2A1,P7500S3,P7500S3A1,P7505,P7510S1,P7510S1A1,P7510S2,P7510S2A1,P7510S3,P7510S3A1,P750S1,P750S1A1,P750S2,P750S2A1,P1661S1,P1661S1A1,P1661S2,P1661S2A1,P1661S3,P1661S3A1,P1661S4,P1661S4A1,P1661S4A2,P750S3,P750S3A1,P750S4,P7510S5,P7510S5A1,P7510S6,P7510S6A1,P7510S7,P7510S7A1,AREA,MES,DPTO,fex_c_2011
5418354,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1138.762819
5418355,1,1,1,95,1,1,300000,1,835844,2,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,878000,05,04,05,1397.4343968
5418355,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1397.4343968
5418355,1,3,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,120000,2,,05,04,05,1397.4343968
5418355,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1397.4343968
5418355,1,5,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,1300000,05,04,05,1397.4343968
5418356,1,1,1,95,2,,,,,,,1,1,1000000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,05,04,05,1205.9133027
5418357,1,1,1,95,2,,,,,,,1,1,9600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,05,04,05,1567.1085675
5418359,1,1,1,95,1,2,,1,1436000,2,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,1460000,05,04,05,1463.8061657
5418360,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1161.0889512
5418360,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1161.0889512
5418360,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1161.0889512
5418360,1,4,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,200000,05,04,05,1161.0889512
5418361,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1272.4052945
5418361,1,2,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,120000,2,,05,04,05,1272.4052945
5418361,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1272.4052945
5418362,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,109000,2,,05,04,05,1223.8393177
5418363,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1249.7889726
5418363,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1249.7889726
5418364,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1367.8214872
5418364,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1367.8214872
5418364,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1367.8214872
5418364,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1367.8214872
5418365,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,109000,2,,05,04,05,1223.8393177
5418366,1,1,1,95,2,,,,,,,1,2,,2,,1,780000,,,1,780000,1,780000,,,,,,,,,,,2,,2,,2,,05,04,05,1466.5939191
5418366,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1466.5939191
5418367,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1285.6551226
5418367,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1285.6551226
5418368,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1491.6583742
5418368,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1491.6583742
5418369,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1344.1922332
5418369,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1344.1922332
5418370,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,120000,2,,05,04,05,1496.3345611
5418370,1,2,1,95,2,,,,,,,1,2,,2,,1,1320000,,,1,1320000,1,1320000,,,,,,,,,,,2,,2,,2,,05,04,05,1496.3345611
5418370,1,4,1,95,2,,,,,,,1,2,,2,,1,160000,,,1,160000,,,,,,,1,INGRESO SOLIDARIO,160000,,,,2,,2,,2,,05,04,05,1496.3345611
5418372,1,1,1,95,2,,,,,,,1,1,400000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,05,04,05,1153.0653112
5418372,1,2,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,1,140000,2,,05,04,05,1153.0653112
5418372,1,3,1,95,2,,,,,,,1,1,800000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,05,04,05,1153.0653112
5418373,1,1,1,95,2,,,,,,,1,2,,2,,1,1520000,,,1,1520000,,,,,,,1,BONO SOLIDARIO POR PANDEMIA,1520000,,,,2,,2,,2,,05,04,05,1209.5368255
5418373,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1209.5368255
5418374,1,1,1,95,1,2,,1,835844,2,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,835844,05,04,05,1249.7889726
5418374,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1249.7889726
5418375,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1115.6009174
5418375,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1115.6009174
5418375,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1115.6009174
5418375,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1115.6009174
5418376,1,1,1,95,2,,,,,,,1,1,7200000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,05,04,05,1332.3776062
5418377,1,1,1,95,1,2,,1,704000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1270.502741
5418377,1,2,1,95,1,2,,1,481000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1270.502741
5418377,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1270.502741
5418378,1,1,1,95,2,,,,,,,1,2,,2,,1,100000,,,1,100000,,,,,,,1,BONO COVID 19 POR MEDIO DE LA ALCALDIA DE MEDELLIN,100000,,,,2,,2,,2,,05,04,05,1249.7889726
5418378,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1249.7889726
5418379,1,1,1,95,2,,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,2,,2,,1,820000,05,04,05,1612.886791
5418379,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1612.886791
5418380,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1456.0824139
5418380,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1456.0824139
5418380,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1456.0824139
5418381,1,1,1,95,2,,,,,,,1,1,2000000,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,05,04,05,1249.7889726
5418381,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,04,05,1249.7889726
5418414,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,253.22924698
5418414,1,2,1,95,1,2,,1,98,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,253.22924698
5418414,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,253.22924698
5418414,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,253.22924698
5418414,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,253.22924698
5418415,1,1,1,95,1,2,,1,1500000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,189.92782956
5418415,1,2,1,95,1,2,,1,800000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,189.92782956
5418415,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,189.92782956
5418416,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,174.1245783
5418416,1,2,1,95,1,2,,2,,1,1200000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,174.1245783
5418417,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,208.6865642
5418417,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,208.6865642
5418418,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,328.46871041
5418418,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,328.46871041
5418418,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,328.46871041
5418418,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,328.46871041
5418418,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,328.46871041
5418419,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,210.9195356
5418420,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,199.4595803
5418420,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,199.4595803
5418420,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,199.4595803
5418421,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,390.58227353
5418421,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,390.58227353
5418421,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,390.58227353
5418421,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,390.58227353
5418422,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,373.27531037
5418422,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,373.27531037
5418422,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,373.27531037
5418423,1,1,1,95,1,2,,2,,1,810000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5418423,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5418423,1,3,1,95,1,2,,2,,1,450000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5418424,1,1,1,95,1,2,,1,98,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,174.1245783
5418424,1,2,1,95,1,2,,1,1200000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,174.1245783
5418425,1,1,1,95,1,2,,1,98,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,154.6551613
5418425,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,154.6551613
5418425,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,154.6551613
5418426,1,1,1,95,2,,,,,,,1,1,1700000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,210.9195356
5418427,1,1,1,95,1,2,,1,5000000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,199.15481346
5418427,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,199.15481346
5418428,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,183.35156219
5418429,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,235.94977076
5418430,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,183.35156219
5418431,1,1,1,95,1,1,200000,1,450000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,117.860204
5418431,1,2,1,95,1,2,,1,454000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,117.860204
5418431,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,117.860204
5418431,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,117.860204
5418432,1,1,1,95,1,2,,1,98,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,210.9195356
5418433,1,1,1,95,2,,,,,,,1,2,,1,800000,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,143.47168078
5418433,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,143.47168078
5418433,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,143.47168078
5418434,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5418434,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5418434,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5418434,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5418435,1,1,1,95,1,2,,1,98,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,183.35156219
5418436,1,1,1,95,2,,,,,,,1,2,,2,,1,800000,,,1,800000,,,,,1,800000,,,,,,,2,,2,,2,,17,04,17,196.50409694
5418436,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,196.50409694
5418436,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,196.50409694
5418436,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,196.50409694
5418436,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,196.50409694
5418437,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5418437,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5418437,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5418437,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,110.07325975
5418438,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,343.17251972
5418439,1,1,1,95,1,2,,1,800000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,440.29303899
5418439,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,440.29303899
5418439,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,440.29303899
5418440,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,240.56954151
5418440,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,240.56954151
5418441,1,1,1,95,1,2,,1,908526,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,210.9195356
5418442,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,148.07889393
5418443,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5418443,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5418444,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,234.44605887
5418445,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,164.8975944
5418445,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,1,1920000,,,,,,,2,,2,,2,,17,04,17,164.8975944
5418445,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,164.8975944
5418446,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,178.74434904
5418446,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,178.74434904
5418446,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,178.74434904
5418447,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,120.97626286
5418447,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,120.97626286
5418447,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,120.97626286
5418447,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,120.97626286
5418447,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,120.97626286
5418448,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,125.58347601
5418448,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,125.58347601
5418448,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,125.58347601
5418449,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,148.07889393
5418450,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,176.67797269
5418450,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,176.67797269
5418450,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,176.67797269
5418451,1,1,1,95,1,1,1000000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,148.07889393
5418452,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,235.94977076
5418453,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5418453,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,163.8821452
5418454,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,148.07889393
5418455,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,349.46041644
5418455,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,349.46041644
5418455,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,349.46041644
5418456,1,1,1,95,2,,,,,,,1,2,,1,1000000,2,,,,,,,,,,,,,,,,,,2,,2,,2,,17,04,17,364.04832647
5418456,1,2,1,95,1,1,98,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,364.04832647
5418456,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,364.04832647
5418456,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,364.04832647
5418457,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,235.94977076
5418458,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,168.50191594
5418458,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,168.50191594
5418458,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,168.50191594
5418459,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,261.28477277
5418459,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,261.28477277
5418460,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,265.90454351
5418460,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,17,04,17,265.90454351
5418460,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,265.90454351
5418461,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,358.97577099
5418461,1,2,1,95,2,,,,,,,1,2,,2,,1,1920000,,,1,1920000,,,,,,,1,INGRESO SOLIDARIO,1920000,,,,2,,2,,2,,17,04,17,358.97577099
5418462,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,111.28393663
5418462,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,111.28393663
5418463,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,254.86908089
5418463,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,254.86908089
5418463,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,04,17,254.86908089
5418509,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,149.77743859
5418509,1,2,1,95,2,,,,,,,1,2,,2,,1,2760000,,,1,2760000,1,2760000,,,,,,,,,,,2,,2,,2,,23,04,23,149.77743859
5418509,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,149.77743859
5418509,1,5,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,149.77743859
5418509,1,6,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,149.77743859
5418510,1,1,1,95,2,,,,,,,1,1,3600000,2,,2,,,,,,,,,,,,,,,,,,2,,2,,2,,23,04,23,159.45755935
5418511,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,176.70557464
5418511,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,176.70557464
5418512,1,1,1,95,1,2,,1,1200000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,185.24315949
5418513,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,159.90900895
5418513,1,2,1,95,2,,,,,,,1,2,,2,,1,2145000,,,1,2145000,,,,,1,1920000,1,225000,225000,,,,2,,2,,2,,23,04,23,159.90900895
5418513,1,3,1,95,2,,,,,,,1,2,,2,,1,900000,,,1,900000,1,900000,,,,,,,,,,,2,,2,,2,,23,04,23,159.90900895
5418513,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,159.90900895
5418513,1,6,1,95,1,2,,1,1200000,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,159.90900895
5418513,1,7,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,159.90900895
5418513,1,8,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,159.90900895
5418513,1,9,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,04,23,159.90900895
5418513,1,10,1,95,2,,,,,,,1,2,,2,,1,225000,,,1,225000,,,,,,,1,DEVOLUCION DE IVA,225000,,,,2,,2,,2,,23,04,23,159.90900895
5418513,1,11,1,95,2,,,,,,,1,2,,2,,1,900000,,,1,900000,1,900000,,,,,,,,,,,2,,2,,2,,23,04,23,159.90900895
5418561,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,359.12312698
5418561,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,359.12312698
5418562,1,1,1,95,2,,,,,,,1,2,,2,,1,930000,,,1,930000,1,930000,,,,,,,,,,,2,,2,,2,,50,04,50,311.81494341
5418562,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,311.81494341
5418562,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,311.81494341
5418562,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,311.81494341
5418563,1,1,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,280.18189908
5418563,1,2,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,280.18189908
5418563,1,3,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,280.18189908
5418563,1,4,1,95,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,04,50,280.18189908
