DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,P3044,P6440,P6450,P6460,P6460S1,P6400,P6410,P6422,P6424S1,P6424S2,P6424S3,P6424S5,P6426,P6430S1,P3045S1,P3045S2,P3045S3,P3046,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P3047,P3048,P3049,P6765,P6765S1,P3053,P3054,P3055,P3056,P6760,P3061,P3063,P3064,P3065,P3066,P3067,P3067S1,P3067S2,P6775,P3068,P6750,P3073,P550,P6780,P6780S1,P1879,P1805,P6790,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P3069,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P1880,P1880S1,P7040,P7045,P7050,P7070,P7075,P7077,P7090,P7100,P7110,P7120,P7130,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P1881,P1882,P7240,CLASE,OCI,AREA,P6430,RAMA4D_R4,OFICIO_C8,RAMA2D_R4,MES,PERIODO,DPTO,FT,FEX_C18,INGLABO,P3363,P3364,P3364S1,P6640S1,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P3051,P3051S1,P3052,P3052S1,P3365,P3365S1,P3054S1,P3055S1,P3057,P3058S1,P3058S2,P3058S3,P3058S4,P3058S5,P3059,P3062S1,P3062S2,P3062S3,P3062S4,P3062S5,P3062S6,P3062S7,P3062S8,P3062S9,P3063S1,P3064S1,P3366,PER,REGIS
5001758,1,1,1,PRODUCTOS FERREOS,2,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,1,1,,,,,,1,2,,1,1,98,1,,3,,6,2,12,60,,,60,,,1,7,,1,,3,,,,2,2,1,0,180,1,,4,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,1,1,3,5,2,1,1,11,4,4752,5221,47,1,20220102,11,1,3666.1739666,,,,,,2,,,,,3,,,,,,,,,98,0,98,600000,98,98,,,,,,,,,,,,,,2022,60
5001758,1,2,1,MATERIAL INDUSTRIAL,1,2,1,,1,,1,1,2,1,1,96,,1,1,1,1,2,98,2,,,2,,2,,2,,2,,2,,,1,98,2,2,,,2,,,2,,,2,,,1,98,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,7,7,,1,,1,2,1,20,1,1,1,5,300,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,8,15,3,1,1,11,1,4752,4311,47,1,20220102,11,1,3666.1739666,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001758,1,3,1,ROPA Y ELECTRODOMESTICOS,1,2,1,,1,,1,1,2,1,1,4,,1,1,1,1,1,1900000,2,,,2,,2,,2,,2,,2,,,1,103000,2,2,,,2,,,2,,,2,,,1,500000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,1,,1,,1,1,1,3,1,1,1,12,36,1,,13,PANDEMIA,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,3,1,1,11,1,4719,4120,47,1,20220102,11,1,3666.1739666,1900000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001761,1,1,1,ADMINISTRACION DE JUSTICIA,1,2,1,,1,,1,1,1,1,1,250,,1,1,1,1,2,4800000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,3000000,1,4800000,1,4800000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,2,1,30,1,1,1,3,36,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,30,2,1,1,11,2,8424,1324,84,1,20220102,11,1,3585.7568914,4800000,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001761,1,3,1,SEEVICIO TECNICO DE EQUIPOS CELULARES,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,12,2,2,,,,,,2,2,,,,,,1000000,1,,3,,1,1,12,60,,,60,,,2,7,,3,,2,,,,2,2,1,2,10,1,,1,,2,,,,,,2,,,,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,3,10,3,1,1,11,4,9512,3114,95,1,20220102,11,1,3585.7568914,1000000,,,,,2,,,,,3,,,1000000,1000000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001763,1,1,1,PRODUCTOS Y SERVICIOS DE TELEFONIA E INTERNET,1,2,1,,1,,1,1,1,1,1,120,,1,1,1,1,2,98,2,,,2,,2,,2,,2,,1,98,2,2,,,2,,,2,,,2,,,2,,,1,98,1,98,1,98,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,40,,,40,,,10,7,,1,,1,2,1,17,1,1,1,4,56,1,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,8,60,2,1,1,11,1,6110,2153,61,1,20220102,11,1,3865.6517189,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001763,1,2,1,PRODUCTOS Y SERVICIOS EN TELEFONIA E INTERNET,1,2,1,,1,,1,1,1,1,1,96,,1,1,1,1,2,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,1,98,1,98,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,40,,,40,,,10,1,,1,,1,2,1,17,1,1,1,0,87,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,1,1,1,11,1,6110,2413,61,1,20220102,11,1,3865.6517189,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001764,1,1,1,EQUIPOS DE CODIFICADION Y ETIQUETAS,1,2,1,,1,,1,1,1,1,2,60,,1,1,1,1,2,2500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,1,98,2,1,98,1,98,1,98,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,44,,,44,,,7,7,,1,,1,2,1,17,1,1,1,0,6,1,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,8,50,2,1,1,11,1,2817,1120,28,1,20220102,11,1,3995.3712177,2500000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001764,1,2,1,ASESORIA JURIDICA PENSIONAL,1,2,1,,1,,1,1,1,1,2,96,,1,1,1,1,1,98,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,1,98,1,98,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,40,,,0,3,,10,7,,1,,1,2,1,15,1,1,1,0,60,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,3,25,2,1,1,11,1,8430,2611,84,1,20220102,11,1,3995.3712177,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001766,1,1,1,EDUCACION SUPERIOR,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,,1,2,2,,,,,,1,1,,,,,,99,1,,3,,11,1,12,40,,,40,,,10,1,,1,,1,2,2,10,1,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,2,1,1,11,4,8559,2330,85,1,20220102,11,1,3506.0454553,,,,,,2,,,,,1,99,99,,,9,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001766,1,2,1,PRODUCTOS PARA PANADERIA MARGARINAS HARINA LEVADURA AZUCAR,2,,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,,1,2,2,,,,,,1,1,,,,,,99,1,,3,,1,2,12,40,,,40,,,7,7,,1,,3,,,,1,2,1,0,240,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,5,60,10,1,1,11,4,4729,5221,47,1,20220102,11,1,3506.0454553,,,,,,2,,,,,1,99,99,,,9,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001769,1,1,1,SALUD MENTAL,1,2,1,,1,,1,1,2,1,1,60,,2,2,1,1,2,3000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,3000000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,35,2,,35,,,7,7,,1,,1,1,2,20,1,1,1,0,48,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,8,15,3,1,1,11,1,8692,2212,86,1,20220102,11,1,3125.1387206,3000000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001769,1,2,1,SALUD,1,2,1,,1,,1,1,2,1,1,120,,2,2,1,1,1,4000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,4000000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,30,2,,30,,,10,7,,1,,1,2,2,15,1,1,1,0,25,1,,1,,1,26,4,3000000,2,7,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,8,30,2,1,1,11,1,8622,2212,86,1,20220102,11,1,3125.1387206,7000000,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001769,1,3,1,SERVICIO DE FUNCION PUBLICA,1,2,1,,1,,1,1,1,1,1,24,,2,2,1,1,1,3500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,3500000,1,3500000,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,2,3,4,1,1,1,4,24,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,8,20,3,1,1,11,2,8424,2631,84,1,20220102,11,1,3125.1387206,3500000,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001771,1,2,1,BIENES INMUEBLES,1,2,1,,1,,1,1,2,1,1,60,,1,2,2,1,2,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,2,,2,,2,,1,98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,,,40,,,4,7,,1,,1,2,3,14,1,1,1,0,72,1,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,8,30,3,1,1,11,1,6820,1221,68,1,20220102,11,1,4147.2676819,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001774,1,2,1,SALUD ORAL,2,,,,,,,,,,,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7,,,,,1,1,,,,,,1,1,2021,1,1,3000000,1,,3,,3,2,12,30,2,,0,3,,3,7,,1,,3,,,,1,1,1,0,120,2,,10,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,2,2,1,1,3,10,3,1,1,11,5,8622,2261,86,1,20220102,11,1,4147.2676819,3000000,,,,,1,4,2,2,0,3,,,,,,,,,25000000,15000000,3000000,2500000,500000,0,,,,,,,,,,,,,,2022,60
5001778,1,1,1,SERVICIO DE PASEO A PERROS,2,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,6,,1,2,2,,,,,,2,2,,,,,,1800000,1,,3,,1,2,12,84,,,84,,,1,6,,1,,2,,,,2,2,1,12,300,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,1,1,3,15,3,1,1,11,4,9609,5164,96,1,20220102,11,1,5008.6363647,1800000,,,,,2,,,,,3,,,1800000,1800000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001780,1,1,1,SERVICIOS FINANCIEROS,1,2,1,,1,,1,1,2,1,1,60,,1,2,2,1,2,7000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,7000000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,7,,1,,1,1,3,20,1,1,1,0,48,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,8,30,5,1,1,11,1,6412,1120,64,1,20220102,11,1,3774.4543855,7000000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001785,1,1,1,SPA Y HOTELERIA,1,2,1,,1,,1,1,1,1,1,10,,1,1,1,1,2,8000000,2,,,1,1600000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,4000000,1,4000000,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,45,,,45,,,10,7,,1,,1,2,1,20,1,1,1,3,24,1,,13,PANDEMIA,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,8,60,2,1,1,11,1,5511,1120,55,1,20220102,11,1,3588.9057399,9600000,1,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001785,1,2,1,PRODUCTOS DEPORTIVOS,1,2,1,,1,,1,1,1,1,1,3,,1,1,1,1,1,8000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,1,500000,2,2,,1,1300000,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,50,,,50,,,7,1,,1,,1,2,1,13,1,1,1,0,4,4,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,2,1,1,11,1,4762,1221,47,1,20220102,11,1,3588.9057399,8000000,5,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001785,1,4,1,ASEO Y LABORES DOMESTICAS,1,2,1,,1,,1,1,1,1,1,3,,1,1,1,1,2,908000,2,,,1,300000,1,400000,2,,2,,2,,,2,,,2,,,2,,,2,,,1,100000,2,2,,1,150000,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,1,1,,1,,1,1,1,12,1,1,1,0,12,3,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,8,1,1,11,3,9700,9111,97,1,20220102,11,1,3588.9057399,1608000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001786,1,1,1,TELEFONIA,1,2,1,,1,,2,1,1,1,1,24,,1,1,1,1,2,1500000,2,,,2,,2,,2,,2,,2,,,1,106000,1,1,78000,2,2,,,2,,,2,,,1,750000,1,750000,1,800000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,10,1,,1,,1,1,1,6,1,1,1,4,12,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,3,1,1,11,1,8220,3511,82,1,20220102,11,1,4363.0720723,1500000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001786,1,2,1,FOTOGRAFIA,1,2,1,,1,,1,2,2,2,2,0,,1,1,1,2,2,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,450000,1,450000,1,450000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,70,,,70,,,2,7,,1,,2,,,,2,2,1,0,60,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,40,3,1,1,11,1,7420,3431,74,1,20220102,11,1,4363.0720723,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001787,1,1,1,COMUNICACIONES POR RADIO,1,2,1,,1,,1,1,1,1,1,24,,1,1,1,1,2,1500000,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,650000,1,650000,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,70,,,70,,,7,7,,1,,1,2,1,20,1,1,1,0,160,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,5,60,5,1,1,11,1,6190,5414,61,1,20220102,11,1,4082.407807,1500000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001787,1,4,1,TRANSPORTE DE PASAJEROS,1,2,1,,1,,1,2,2,2,2,84,,1,1,1,1,2,2000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,8,4,,1,,1,1,1,10,1,1,1,0,168,4,,9,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,1,1,8,20,8,1,1,11,1,4921,8323,49,1,20220102,11,1,4082.407807,2000000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001788,1,3,1,VENTA DE ROPA FEMENINA,1,1,,,1,,1,2,2,2,2,18,,1,1,9,2,2,700000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,70,,,70,,,2,7,,1,,3,,,,2,2,1,60,120,1,,11,,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,2,2,1,1,3,15,3,1,1,11,1,4771,1420,47,1,20220102,11,1,3751.7464312,700000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001790,1,1,1,SERVICIO DE TRANSPORTE DE PASAJEROS,2,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,6,,1,2,2,,,,,,2,2,,,,,,600000,1,,1,,1,1,10,36,1,,36,,,1,4,,3,,2,,,,2,2,1,10,40,1,,3,,2,,,,,,2,,,,1,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,20,3,1,1,11,4,4921,8324,49,1,20220102,11,1,2339.5754481,600000,,,,,2,,,,,3,,,600000,600000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001790,1,2,1,SERVICIOS ENTRENAMIENTO DE ACTIVIDAD FISICA,1,2,1,,1,,1,1,2,1,1,60,,1,1,1,1,2,908500,2,,,2,,2,,2,,2,,2,,,1,110000,2,2,,,2,,,2,,,2,,,1,900000,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,48,,,48,,,3,7,,1,,1,1,1,20,1,1,1,1,120,1,,2,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,2,1,5,120,3,1,1,11,1,9311,4226,93,1,20220102,11,1,2339.5754481,908500,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001791,1,1,1,CONFITERIA,1,2,2,11,1,,1,1,1,1,1,48,,1,1,1,1,2,1000000,2,,,2,,2,,2,,2,,2,,,1,106000,2,1,76000,2,2,,,2,,,2,,,1,450000,1,450000,1,450000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,70,,,70,,,7,7,,1,,1,2,1,10,1,1,1,0,70,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,2,5,30,5,1,1,11,1,4631,5223,46,1,20220102,11,1,3670.3347107,1000000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001791,1,2,1,HOGAR,2,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,6,,1,2,2,,,,,,2,2,,,,,,120000,1,,1,,5,2,12,5,1,,3,6,,1,2,,3,,2,,,,2,2,1,1,240,4,,13,POR PANDEMIA,2,,,,,,1,30,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,3,20,8,1,1,11,4,9700,9111,97,1,20220102,11,1,3670.3347107,120000,,,,,2,,,,,1,,,120000,120000,2,,,,,,,,,,,,,,,,,,,,,,2,2022,60
5001793,1,1,1,ASESORIA EN PROYECTOS DE INGIENERIA,2,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,2,2,,,,,,1,2,,,,,,99,1,,3,,3,2,12,40,,,40,,,2,7,,1,,1,2,2,20,2,2,1,0,40,4,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,2,1,8,30,3,1,1,11,4,7112,2142,71,1,20220102,11,1,3910.4332714,,,,,,1,1,0,0,1,3,99,99,,,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001793,1,3,1,ASESORIA EN PROYECTOS DE INGIENERIA,2,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,3,EA COLABORADOR DE SU PADRE,30,,,2,1,,3,,2,,,,2,2,2,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,2,1,14,,3,1,1,11,6,7112,2142,71,1,20220102,11,1,3910.4332714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001793,1,4,1,EDUCACION TECNICA NO FORMAL,1,2,2,12,1,,1,1,1,1,1,4,,1,1,1,1,1,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35,2,,35,,,8,7,,1,,1,2,1,0,1,2,1,12,9,4,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,3,10,3,1,1,11,1,8559,2353,85,1,20220102,11,1,3910.4332714,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001794,1,1,1,VIVERES Y ABARROTES,2,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,1,2,2,,,,,,2,2,,,,,,500000,1,,3,,1,2,12,30,2,,30,,,1,1,,1,,3,,,,2,2,1,0,300,2,,13,INDEMNIZACION POR LIQUIDACION DE LA EMPRESA,2,,,,,,2,,,,2,,,,,,,,,,,,1,2,1,2,1,1,14,,2,1,1,11,4,4711,5221,47,1,20220102,11,1,3895.6060614,500000,,,,,2,,,,,3,,,500000,500000,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001794,1,2,1,CORRESPONDENCIA Y ENCOMIENDAS,1,2,2,11,1,,1,1,1,1,1,41,,1,1,1,1,2,1300000,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,450000,1,45000,1,450000,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,50,,,50,,,7,5,,1,,1,2,1,8,1,1,1,2,36,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,11,30,3,1,1,11,1,5320,9621,53,1,20220102,11,1,3895.6060614,1300000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001795,1,1,1,FABRICACION DE JABONES Y DETERGENTES,1,2,1,,1,,1,1,1,1,1,132,,1,1,1,1,2,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,1,98,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,60,,,60,,,9,1,,1,,1,2,1,15,1,1,1,0,24,1,,8,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,5,1,1,11,1,2023,1221,20,1,20220102,11,1,4160.5556032,,2,1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001795,1,4,1,HOGAR,1,2,1,,1,,1,1,1,1,1,13,,9,9,9,2,2,905000,2,,,1,200000,1,400000,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,555000,1,555000,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,60,,,60,,,1,1,,1,,1,2,1,3,1,2,1,0,12,3,,3,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,8,1,1,11,3,9700,9111,97,1,20220102,11,1,4160.5556032,1505000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001799,1,1,1,CONTROL DE PROCESOS JUDICIALES,1,2,1,,1,,1,1,1,1,1,109,,1,1,1,1,2,99,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,98,1,98,2,,1,98,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,60,,,60,,,10,7,,1,,1,2,1,25,1,1,1,7,18,1,,2,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,8,40,2,1,1,11,2,8424,2611,84,1,20220102,11,1,4006.466343,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001799,1,3,1,SERVICIOS DE SALUD,1,2,2,12,1,,2,1,1,1,1,1,,1,1,1,1,1,908500,2,,,2,,2,,2,,2,,2,,,1,110000,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,60,,,7,7,,1,,1,2,1,0,1,1,2,,,,,,,2,,,,,,2,,,,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,5,120,3,1,1,11,1,8621,4132,86,1,20220102,11,1,4006.466343,908500,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001802,1,1,1,PRODUCCION DE PLANTAS Y SEMILLAS,2,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,2,2,,,,,,2,2,,,,,,30000,1,,3,,6,2,12,40,,,40,,,1,1,,3,,2,,,,2,2,1,12,312,5,,2,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,14,,8,1,1,11,4,0130,5221,01,1,20220102,11,1,3051.3756421,30000,,,,,2,,,,,3,30000,30000,,,2,,,,,,,,,,,,,,,,,,,,,,,2022,60
5001802,1,2,1,VIGILANCIA Y SEGURIDAD,1,2,1,,1,,1,1,1,1,1,1,,1,1,1,1,2,1086000,1,80000,1,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,60,,,7,7,,1,,1,1,1,10,1,1,1,24,36,1,,1,,2,,,,,,2,,,,2,,,,,,,,,,,,1,1,1,2,1,1,5,90,5,1,1,11,1,8010,5414,80,1,20220102,11,1,3051.3756421,1086000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,60
